dataset,mine_algorithm,n_trials_with_dominance,median_of_median_delta_accuracy,q1_of_median_delta_accuracy,q3_of_median_delta_accuracy,boot_ci95_lo_delta_accuracy,boot_ci95_hi_delta_accuracy,median_of_median_delta_similarity,q1_of_median_delta_similarity,q3_of_median_delta_similarity,boot_ci95_lo_delta_similarity,boot_ci95_hi_delta_similarity,median_of_median_delta_simplicity,q1_of_median_delta_simplicity,q3_of_median_delta_simplicity,boot_ci95_lo_delta_simplicity,boot_ci95_hi_delta_simplicity
road_traffic,CART,49,0.0005866577271204099,0.0,0.0051961112973516466,0.0005866577271204099,0.0038551793496480746,0.0,0.0,0.0,0.0,0.0,0.12903225806451613,0.06451612903225812,0.12903225806451624,0.12903225806451613,0.12903225806451624
road_traffic,REPTree,123,8.380824673159815e-05,8.380824673159815e-05,8.380824673159815e-05,8.380824673159815e-05,8.380824673159815e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06451612903225801,0.0,0.0
road_traffic,C4.5,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613
