dataset,view,baseline,rq12_not_applicable,rq12_n_trials,wilcoxon_p,p_holm,rank_biserial_r,rank_biserial_label,hodges_lehmann,hl_ci_low,hl_ci_high,cohens_d_z,cohens_dz_raw,cohens_dz_status,diff_mean,diff_sd,winner,p_holm_per_baseline_family1
road_traffic,change_feature,CART,False,120,1.5700240576771436e-21,4.7100721730314306e-21,1.0,large,0.209740408012759,0.1818534462930979,0.2399234708686903,1.6399403830810209,1.6399403830810209,regular,0.2086735468059968,0.1272445931320708,KR,1.5700240576771436e-21
road_traffic,change_feature,J48,False,120,1.5842422473557825e-21,4.7100721730314306e-21,1.0,large,0.3120545883987293,0.2950919379210937,0.3185580172443177,5.33823421954789,5.33823421954789,regular,0.3143055573081897,0.0588781878766663,KR,1.5842422473557825e-21
road_traffic,change_feature,REPTree,False,120,1.5820516558103373e-21,4.7100721730314306e-21,1.0,large,0.2484915975599307,0.2376910484198565,0.2581340776301041,4.8187896208878325,4.8187896208878325,regular,0.2470958935113775,0.0512775848192873,KR,1.5820516558103373e-21
road_traffic,regrow_leaf,CART,False,180,5.7896612093411115e-31,8.185705398307444e-31,1.0,large,0.2428404521626703,0.2308350041268891,0.2553418212875505,2.903619573375757,2.903619573375757,regular,0.2424843618742361,0.0835110646372737,KR,5.7896612093411115e-31
road_traffic,regrow_leaf,J48,False,180,3.976918567177487e-31,8.185705398307444e-31,1.0,large,0.3049635050057623,0.2856144727857722,0.3252183245400437,2.4186522230141905,2.4186522230141905,regular,0.3026520775319,0.1251325323467657,KR,3.976918567177487e-31
road_traffic,regrow_leaf,REPTree,False,180,2.728568466102481e-31,8.185705398307444e-31,1.0,large,0.2812455160414736,0.2659734097506475,0.2962693739536982,2.938218213636041,2.938218213636041,regular,0.2822097516379218,0.0960479212633726,KR,2.728568466102481e-31
road_traffic,regrow_internal,CART,False,120,1.964321189090986e-21,5.892963567272958e-21,1.0,large,0.223686583772233,0.2041568548387096,0.2460307305934042,2.0552172554930763,2.0552172554930763,regular,0.2336182335440744,0.1136708213789427,KR,1.964321189090986e-21
road_traffic,regrow_internal,J48,False,120,1.3086128910513497e-20,1.3086128910513497e-20,1.0,large,0.3387949040798508,0.3211536700169214,0.3554650202690571,3.0423295012399065,3.0423295012399065,regular,0.3269063016490069,0.1074526284926651,KR,1.3086128910513497e-20
road_traffic,regrow_internal,REPTree,False,120,1.9650137043429104e-21,5.892963567272958e-21,1.0,large,0.2575493807164937,0.2381207939947511,0.2769046114017247,2.709051914017266,2.709051914017266,regular,0.2566968635960381,0.0947552397456204,KR,1.9650137043429104e-21
prepaid_travel_costs,overall,CART,False,1560,5.152681827993527e-222,1.0305363655987054e-221,1.0,large,0.1412390661938534,0.1360356548247935,0.1481527974835778,1.2844683225061817,1.2844683225061817,regular,0.1463173573912542,0.1139127799631275,KR,5.152681827993527e-222
prepaid_travel_costs,overall,J48,False,1560,5.845717538376965e-217,5.845717538376965e-217,1.0,large,0.1535583974610781,0.1468887005649717,0.1594654222362189,1.3422138895080755,1.3422138895080755,regular,0.1550108751015214,0.115488951733567,KR,5.845717538376965e-217
prepaid_travel_costs,overall,REPTree,False,1560,6.852580424064806e-227,2.055774127219442e-226,1.0,large,0.176605376344086,0.166675,0.1812305479744628,1.5721740542828355,1.5721740542828355,regular,0.1769149058247313,0.1125288293257282,KR,6.852580424064806e-227
prepaid_travel_costs,prune,CART,False,180,9.64627280339421e-22,1.929254560678842e-21,1.0,large,0.032258064516129,0.0220814132104454,0.0330567865608574,1.2564968807862225,1.2564968807862225,regular,0.0291320880958106,0.0231851654717852,KR,9.64627280339421e-22
prepaid_travel_costs,prune,J48,False,180,9.64627280339421e-22,1.929254560678842e-21,1.0,large,0.026249788201098,0.0220814132104454,0.032258064516129,1.1463085342990045,1.1463085342990045,regular,0.0268630886425575,0.0234344313409347,KR,9.64627280339421e-22
prepaid_travel_costs,prune,REPTree,False,180,1.302296550044173e-26,3.9068896501325196e-26,1.0,large,0.0441628264208909,0.03821044546851,0.0456397195281418,0.949971332444461,0.949971332444461,regular,0.0612017302835246,0.0644248180900793,KR,1.302296550044173e-26
prepaid_travel_costs,change_label,CART,False,390,2.8210382519219104e-41,8.463114755765731e-41,1.0,large,0.0358041638069091,0.032258064516129,0.0491858188189219,0.8067518190174242,0.8067518190174242,regular,0.0536827969806623,0.0665418976632055,KR,2.8210382519219104e-41
prepaid_travel_costs,change_label,J48,False,390,2.2014355585419116e-36,2.2014355585419116e-36,1.0,large,0.0838448325241403,0.083325,0.0969822507379855,0.8726328829765282,0.8726328829765282,regular,0.0767816115954215,0.0879884463367017,KR,2.2014355585419116e-36
prepaid_travel_costs,change_label,REPTree,False,390,2.8210382519219104e-41,8.463114755765731e-41,1.0,large,0.0994578602943734,0.0994540322580645,0.0996663680068317,1.182161930153247,1.182161930153247,regular,0.1014445091851109,0.0858127017945506,KR,2.8210382519219104e-41
prepaid_travel_costs,branch_swap,CART,False,180,1.7054406343547175e-31,5.116321903064153e-31,1.0,large,0.1331378577072383,0.1247492357290487,0.1360005595552376,3.1357819195066967,3.1357819195066967,regular,0.1248482768243071,0.0398140814728428,KR,1.7054406343547175e-31
prepaid_travel_costs,branch_swap,J48,False,180,1.7054406343547175e-31,5.116321903064153e-31,1.0,large,0.128599858800732,0.1235293785310734,0.1360005595552376,3.109674223308116,3.109674223308116,regular,0.1233356105221384,0.0396619072177059,KR,1.7054406343547175e-31
