dataset,view,baseline,rq12_not_applicable,rq12_n_trials,wilcoxon_p,p_holm,rank_biserial_r,rank_biserial_label,hodges_lehmann,hl_ci_low,hl_ci_high,cohens_d_z,cohens_dz_raw,cohens_dz_status,diff_mean,diff_sd,winner,p_holm_per_baseline_family1
prepaid_travel_costs,branch_swap,REPTree,False,180,1.7054406343547175e-31,5.116321903064153e-31,1.0,large,0.1528217097401844,0.149627688172043,0.1556743510686225,2.3498740875131343,2.3498740875131343,regular,0.1527079163269499,0.0649855739668844,KR,1.7054406343547175e-31
prepaid_travel_costs,change_threshold,CART,False,90,6.639679363007341e-17,1.9919038089022023e-16,1.0,large,0.1401410167441307,0.1401410167441307,0.1627578577496694,5.999093950014095,5.999093950014095,regular,0.147679963745977,0.0246170446698255,KR,6.639679363007341e-17
prepaid_travel_costs,change_threshold,J48,False,90,6.639679363007341e-17,1.9919038089022023e-16,1.0,large,0.1401410167441307,0.1401410167441307,0.1627578577496694,5.999093950014095,5.999093950014095,regular,0.147679963745977,0.0246170446698255,KR,6.639679363007341e-17
prepaid_travel_costs,change_threshold,REPTree,False,90,6.639679363007341e-17,1.9919038089022023e-16,1.0,large,0.1818404797474589,0.1627578577496694,0.1818404797474589,3.0721899583324817,3.0721899583324817,regular,0.1754796057481958,0.0571187355366015,KR,6.639679363007341e-17
prepaid_travel_costs,change_feature,CART,False,150,1.5209626289096508e-26,4.562887886728952e-26,1.0,large,0.1401410167441307,0.1398840116171515,0.1412390661938534,5.4345449176898,5.4345449176898,regular,0.1413504820198394,0.0260096262264268,KR,1.5209626289096508e-26
prepaid_travel_costs,change_feature,J48,False,150,1.5209626289096508e-26,4.562887886728952e-26,1.0,large,0.1401410167441307,0.1398840116171515,0.1412390661938534,5.4345449176898,5.4345449176898,regular,0.1413504820198394,0.0260096262264268,KR,1.5209626289096508e-26
prepaid_travel_costs,change_feature,REPTree,False,150,1.5209626289096508e-26,4.562887886728952e-26,1.0,large,0.1614114933613842,0.1594654222362189,0.1647039288748347,3.5995732830049154,3.5995732830049154,regular,0.1665892626015095,0.0462802808844167,KR,1.5209626289096508e-26
prepaid_travel_costs,regrow_leaf,CART,False,390,1.144639928259806e-65,3.4339197847794178e-65,1.0,large,0.2589977131935914,0.2483173633709341,0.2692505717623722,2.5538288660538013,2.5538288660538013,regular,0.256350486945225,0.1003788822159176,KR,1.144639928259806e-65
prepaid_travel_costs,regrow_leaf,J48,False,390,1.642579679108018e-65,3.4339197847794178e-65,1.0,large,0.2741470430107527,0.2622470430107527,0.2839236063853725,2.876709775623572,2.876709775623572,regular,0.2702713252242329,0.093951544057185,KR,1.642579679108018e-65
prepaid_travel_costs,regrow_leaf,REPTree,False,390,1.669689167018226e-65,3.4339197847794178e-65,1.0,large,0.2889364511632913,0.2790193548387097,0.2979006268055685,3.4167291991418955,3.4167291991418955,regular,0.2850487797142126,0.0834273842322072,KR,1.669689167018226e-65
prepaid_travel_costs,regrow_internal,CART,False,180,5.738596662948876e-31,1.1895554391670098e-30,1.0,large,0.2536243214275342,0.2412570042762868,0.2699770161290322,2.7729398330027424,2.7729398330027424,regular,0.2507325670751414,0.09042120715747,KR,5.738596662948876e-31
prepaid_travel_costs,regrow_internal,J48,False,180,5.738596662948876e-31,1.1895554391670098e-30,1.0,large,0.2531151530521826,0.2402760752688171,0.2680416256599441,2.760293875787901,2.760293875787901,regular,0.2496488050497167,0.0904428355399139,KR,5.738596662948876e-31
prepaid_travel_costs,regrow_internal,REPTree,False,180,3.965184797223366e-31,1.1895554391670098e-30,1.0,large,0.2563928552398881,0.2424492869671318,0.2714729604926802,2.6688978045525054,2.6688978045525054,regular,0.2553865562133071,0.0956898970719966,KR,3.965184797223366e-31
international_declarations,overall,CART,False,1800,5.107474574629732e-206,5.107474574629732e-206,1.0,large,0.163527688172043,0.1502446144727175,0.166675,1.2084222555010862,1.2084222555010862,regular,0.1586943735770354,0.131323610480205,KR,5.107474574629732e-206
international_declarations,overall,J48,False,1740,1.7528118419038516e-206,3.505623683807703e-206,1.0,large,0.166675,0.16665,0.1733870967741935,1.2971404461371372,1.2971404461371372,regular,0.166892861355976,0.1286621366660643,KR,1.7528118419038516e-206
international_declarations,overall,REPTree,False,1740,2.708226494742976e-226,8.124679484228928e-226,1.0,large,0.1683231845899507,0.1658290322580645,0.1759333333333333,1.378555908950278,1.378555908950278,regular,0.1693805268274605,0.122868086617131,KR,2.708226494742976e-226
international_declarations,prune,CART,False,150,9.485737571073744e-15,9.485737571073744e-15,1.0,large,0.0161290322580645,0.0161290322580645,0.0161290322580645,0.8137703743822468,0.8137703743822468,regular,0.0129032258064516,0.0158561016874653,KR,9.485737571073744e-15
international_declarations,prune,J48,False,150,6.639679363007341e-17,1.3279358726014682e-16,1.0,large,0.0483870967741935,0.0483870967741935,0.0530733097353013,0.9935336374492414,0.9935336374492414,regular,0.0462140828200886,0.0465148647998842,KR,6.639679363007341e-17
international_declarations,prune,REPTree,False,150,9.64627280339421e-22,2.8938818410182628e-21,1.0,large,0.0624618973149203,0.0530733097353013,0.0634809323448875,1.4585272810771084,1.4585272810771084,regular,0.0589102692890661,0.0403902416179432,KR,9.64627280339421e-22
international_declarations,change_label,CART,False,540,6.478490969587054e-27,1.2956981939174108e-26,1.0,large,0.0,0.0,0.0502446144727175,0.604340972658454,0.604340972658454,regular,0.0443922436248361,0.0734556246113146,CART,6.478490969587054e-27
international_declarations,change_label,J48,False,510,6.478490969587054e-27,1.2956981939174108e-26,1.0,large,0.083325,0.0,0.083325,0.6368355849456651,0.6368355849456651,regular,0.0544475410080523,0.0854970141354426,KR,6.478490969587054e-27
international_declarations,change_label,REPTree,False,510,2.8210382519219104e-41,8.463114755765731e-41,1.0,large,0.0777414277989273,0.0322951852756156,0.0777414277989273,0.7765035839122576,0.7765035839122576,regular,0.0631596215661857,0.0813384804329797,KR,2.8210382519219104e-41
international_declarations,branch_swap,CART,False,180,6.478490969587054e-27,1.9435472908761163e-26,1.0,large,0.1458091306017498,0.1335696144727175,0.16665,2.0121487551131083,2.0121487551131083,regular,0.1336691123013416,0.0664310289990601,KR,6.478490969587054e-27
international_declarations,branch_swap,J48,False,180,6.478490969587054e-27,1.9435472908761163e-26,1.0,large,0.1683231845899507,0.16665,0.1788895161290322,2.14027960136572,2.14027960136572,regular,0.1529687497020266,0.0714713860770418,KR,6.478490969587054e-27
international_declarations,branch_swap,REPTree,False,180,1.302296550044173e-26,1.9435472908761163e-26,1.0,large,0.1683231845899507,0.1627396123888781,0.1733059439279596,2.12126709599378,2.12126709599378,regular,0.1511075589683357,0.0712345744926309,KR,1.302296550044173e-26
international_declarations,change_threshold,CART,False,90,6.639679363007341e-17,1.9919038089022023e-16,1.0,large,0.2038895161290322,0.2038895161290322,0.2333535856233218,6.357530158328618,6.357530158328618,regular,0.2137108726271288,0.0336153926611199,KR,6.639679363007341e-17
international_declarations,change_threshold,J48,False,90,6.639679363007341e-17,1.9919038089022023e-16,1.0,large,0.2200185483870967,0.1890748005407268,0.2200185483870967,4.538124034571623,4.538124034571623,regular,0.2097039657716401,0.0462093949337008,KR,6.639679363007341e-17
international_declarations,change_threshold,REPTree,False,90,6.639679363007341e-17,1.9919038089022023e-16,1.0,large,0.2200185483870967,0.1890748005407268,0.2200185483870967,4.538124034571623,4.538124034571623,regular,0.2097039657716401,0.0462093949337008,KR,6.639679363007341e-17
international_declarations,change_feature,CART,False,150,9.64627280339421e-22,2.8938818410182628e-21,1.0,large,0.16665,0.1392200655624568,0.1725718583741177,1.6888119521833604,1.6888119521833604,regular,0.15058454980126,0.0891659664100426,KR,9.64627280339421e-22
international_declarations,change_feature,J48,False,150,9.64627280339421e-22,2.8938818410182628e-21,1.0,large,0.1504324658328202,0.1392200655624568,0.16665,1.6314747351120913,1.6314747351120913,regular,0.1481804056879668,0.0908260498914719,KR,9.64627280339421e-22
international_declarations,change_feature,REPTree,False,150,9.64627280339421e-22,2.8938818410182628e-21,1.0,large,0.16665,0.1614114933613842,0.1726238936317476,1.765210797440912,1.765210797440912,regular,0.1570569768075377,0.0889734965564615,KR,9.64627280339421e-22
international_declarations,regrow_leaf,CART,False,540,1.323609301440161e-88,3.9708279043204826e-88,1.0,large,0.285725,0.277775,0.294,3.243447212917569,3.243447212917569,regular,0.2801145325078339,0.086363216084489,KR,1.323609301440161e-88
international_declarations,regrow_leaf,J48,False,510,3.4512236806380034e-84,3.6174123041314335e-84,1.0,large,0.29285,0.2833333333333333,0.3,3.415639301865043,3.415639301865043,regular,0.2855920380931137,0.0836130553765357,KR,3.4512236806380034e-84
international_declarations,regrow_leaf,REPTree,False,510,1.8087061520657167e-84,3.6174123041314335e-84,1.0,large,0.2873180338524713,0.2782988864894047,0.2952523787362949,3.317280542474752,3.317280542474752,regular,0.282373918106221,0.0851221096590054,KR,1.8087061520657167e-84
international_declarations,regrow_internal,CART,False,150,4.702129657753573e-26,9.996822305157815e-26,1.0,large,0.29285,0.275,0.3068713332610115,3.4158776308906607,3.4158776308906607,regular,0.2839908549012133,0.0831384743800571,KR,4.702129657753573e-26
international_declarations,regrow_internal,J48,False,150,4.801647424480037e-26,9.996822305157815e-26,1.0,large,0.281478052717113,0.268383064516129,0.2946499999999999,3.3793260111314503,3.3793260111314503,regular,0.2760432551718854,0.0816858906961337,KR,4.801647424480037e-26
international_declarations,regrow_internal,REPTree,False,150,3.332274101719272e-26,9.996822305157815e-26,1.0,large,0.2704998670271512,0.25717429662281,0.2826435867393408,3.3873326260007164,3.3873326260007164,regular,0.2668813799907687,0.0787880640779776,KR,3.332274101719272e-26
