dataset,mine_algorithm,n_trials_with_dominance,median_of_median_delta_accuracy,q1_of_median_delta_accuracy,q3_of_median_delta_accuracy,boot_ci95_lo_delta_accuracy,boot_ci95_hi_delta_accuracy,median_of_median_delta_similarity,q1_of_median_delta_similarity,q3_of_median_delta_similarity,boot_ci95_lo_delta_similarity,boot_ci95_hi_delta_similarity,median_of_median_delta_simplicity,q1_of_median_delta_simplicity,q3_of_median_delta_simplicity,boot_ci95_lo_delta_simplicity,boot_ci95_hi_delta_simplicity
hospital_billing,CART,426,0.0016528925619835322,0.0,0.0024875621890545485,0.0016528925619835322,0.0024875621890545485,0.0,0.0,0.10249999999999998,0.0,0.0,0.06451612903225801,0.0,0.12903225806451613,0.0,0.06451612903225801
hospital_billing,REPTree,147,0.0008264462809918216,0.0,0.0016528925619835322,0.0008264462809918216,0.0008264462809918216,0.0,0.0,0.0,0.0,0.0,0.12903225806451613,0.06451612903225812,0.19354838709677424,0.12903225806451613,0.12903225806451613
hospital_billing,C4.5,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09677419354838707,0.06451612903225801,0.12903225806451613,0.06451612903225801,0.12903225806451601
