dataset,algorithm,decision_point,operator,n_trials,dominance_pct
prepaid_travel_costs,C4.5,p_12,branch_swap,30,0.0
prepaid_travel_costs,C4.5,p_12,change_feature,30,0.0
prepaid_travel_costs,C4.5,p_12,change_label,30,0.0
prepaid_travel_costs,C4.5,p_12,prune,30,0.0
prepaid_travel_costs,C4.5,p_12,regrow_internal,30,0.0
prepaid_travel_costs,C4.5,p_12,regrow_leaf,30,0.0
prepaid_travel_costs,C4.5,p_13,change_label,30,0.0
prepaid_travel_costs,C4.5,p_13,regrow_leaf,30,0.0
prepaid_travel_costs,C4.5,p_14,branch_swap,30,0.0
prepaid_travel_costs,C4.5,p_14,change_feature,30,0.0
prepaid_travel_costs,C4.5,p_14,change_label,30,0.0
prepaid_travel_costs,C4.5,p_14,prune,30,0.0
prepaid_travel_costs,C4.5,p_14,regrow_internal,30,0.0
prepaid_travel_costs,C4.5,p_14,regrow_leaf,30,0.0
prepaid_travel_costs,C4.5,p_15,change_label,30,0.0
prepaid_travel_costs,C4.5,p_15,regrow_leaf,30,0.0
prepaid_travel_costs,C4.5,p_17,branch_swap,30,0.0
prepaid_travel_costs,C4.5,p_17,change_feature,30,0.0
prepaid_travel_costs,C4.5,p_17,change_label,30,0.0
prepaid_travel_costs,C4.5,p_17,change_threshold,30,0.0
prepaid_travel_costs,C4.5,p_17,prune,30,0.0
prepaid_travel_costs,C4.5,p_17,regrow_internal,30,0.0
prepaid_travel_costs,C4.5,p_17,regrow_leaf,30,0.0
prepaid_travel_costs,C4.5,p_28,branch_swap,30,0.0
prepaid_travel_costs,C4.5,p_28,change_feature,30,0.0
prepaid_travel_costs,C4.5,p_28,change_label,30,0.0
prepaid_travel_costs,C4.5,p_28,change_threshold,30,0.0
prepaid_travel_costs,C4.5,p_28,prune,30,0.0
prepaid_travel_costs,C4.5,p_28,regrow_internal,30,0.0
prepaid_travel_costs,C4.5,p_28,regrow_leaf,30,0.0
prepaid_travel_costs,C4.5,p_33,branch_swap,30,0.0
prepaid_travel_costs,C4.5,p_33,change_label,30,0.0
prepaid_travel_costs,C4.5,p_33,prune,30,0.0
prepaid_travel_costs,C4.5,p_33,regrow_internal,30,0.0
prepaid_travel_costs,C4.5,p_33,regrow_leaf,30,0.0
prepaid_travel_costs,C4.5,p_35,change_label,30,0.0
prepaid_travel_costs,C4.5,p_35,regrow_leaf,30,0.0
prepaid_travel_costs,C4.5,p_38,change_label,30,0.0
prepaid_travel_costs,C4.5,p_38,regrow_leaf,30,0.0
prepaid_travel_costs,C4.5,p_41,change_label,30,0.0
prepaid_travel_costs,C4.5,p_41,regrow_leaf,30,0.0
prepaid_travel_costs,C4.5,p_6,branch_swap,30,0.0
prepaid_travel_costs,C4.5,p_6,change_feature,30,0.0
prepaid_travel_costs,C4.5,p_6,change_label,30,0.0
prepaid_travel_costs,C4.5,p_6,change_threshold,30,0.0
prepaid_travel_costs,C4.5,p_6,prune,30,0.0
prepaid_travel_costs,C4.5,p_6,regrow_internal,30,0.0
prepaid_travel_costs,C4.5,p_6,regrow_leaf,30,0.0
prepaid_travel_costs,C4.5,p_9,change_label,30,0.0
prepaid_travel_costs,C4.5,p_9,regrow_leaf,30,0.0
prepaid_travel_costs,C4.5,source,change_label,30,0.0
prepaid_travel_costs,C4.5,source,regrow_leaf,30,0.0
prepaid_travel_costs,CART,p_12,branch_swap,30,0.0
prepaid_travel_costs,CART,p_12,change_feature,30,0.0
prepaid_travel_costs,CART,p_12,change_label,30,0.0
prepaid_travel_costs,CART,p_12,prune,30,0.0
prepaid_travel_costs,CART,p_12,regrow_internal,30,0.0
prepaid_travel_costs,CART,p_12,regrow_leaf,30,0.0
prepaid_travel_costs,CART,p_13,change_label,30,0.0
prepaid_travel_costs,CART,p_13,regrow_leaf,30,0.0
prepaid_travel_costs,CART,p_14,branch_swap,30,0.0
prepaid_travel_costs,CART,p_14,change_feature,30,0.0
prepaid_travel_costs,CART,p_14,change_label,30,0.0
prepaid_travel_costs,CART,p_14,prune,30,0.0
prepaid_travel_costs,CART,p_14,regrow_internal,30,0.0
prepaid_travel_costs,CART,p_14,regrow_leaf,30,0.0
prepaid_travel_costs,CART,p_15,change_label,30,0.0
prepaid_travel_costs,CART,p_15,regrow_leaf,30,0.0
prepaid_travel_costs,CART,p_17,branch_swap,30,0.0
prepaid_travel_costs,CART,p_17,change_feature,30,0.0
prepaid_travel_costs,CART,p_17,change_label,30,0.0
prepaid_travel_costs,CART,p_17,change_threshold,30,0.0
prepaid_travel_costs,CART,p_17,prune,30,0.0
prepaid_travel_costs,CART,p_17,regrow_internal,30,0.0
prepaid_travel_costs,CART,p_17,regrow_leaf,30,0.0
prepaid_travel_costs,CART,p_28,branch_swap,30,0.0
prepaid_travel_costs,CART,p_28,change_feature,30,0.0
prepaid_travel_costs,CART,p_28,change_label,30,0.0
