dataset,algorithm,operator,n_trials,median_delta_accuracy,q1_delta_accuracy,q3_delta_accuracy,median_delta_simplicity,q1_delta_simplicity,q3_delta_simplicity,median_delta_similarity,q1_delta_similarity,q3_delta_similarity
production,C4.5,regrow_internal,1,0.020408163265306145,0.020408163265306145,0.020408163265306145,0.0,0.0,0.0,0.0,0.0,0.0
production,CART,change_feature,2,0.0,0.0,0.0,0.06451612903225801,0.06451612903225801,0.06451612903225801,0.0,0.0,0.0
production,CART,regrow_internal,2,0.010204081632653073,0.005102040816326536,0.015306122448979609,0.06451612903225801,0.06451612903225801,0.06451612903225801,0.0,0.0,0.0
production,CART,regrow_leaf,1,0.0,0.0,0.0,0.3870967741935484,0.3870967741935484,0.3870967741935484,0.0,0.0,0.0
production,REPTree,change_feature,2,0.0,0.0,0.0,0.2258064516129033,0.17741935483870977,0.27419354838709686,0.0,0.0,0.0
