dataset,view,baseline,rq12_not_applicable,rq12_n_trials,wilcoxon_p,p_holm,rank_biserial_r,rank_biserial_label,hodges_lehmann,hl_ci_low,hl_ci_high,cohens_d_z,cohens_dz_raw,cohens_dz_status,diff_mean,diff_sd,winner
hospital_billing,overall,CART,False,2578,0.0,0.0,1.0,large,0.16497466639158326,0.15840537634408602,0.16684180835984475,1.328757241845318,1.328757241845318,regular,0.16788549961723476,0.12634775889091898,KR
hospital_billing,overall,J48,False,2518,0.0,0.0,1.0,large,0.3204831666531007,0.31395446141729316,0.3267976082967171,1.846235250322354,1.846235250322354,regular,0.31955403304597574,0.17308413594106242,KR
hospital_billing,overall,REPTree,False,2518,0.0,0.0,1.0,large,0.26267074010454783,0.2554972028189828,0.27004086960017837,1.660258191981208,1.660258191981208,regular,0.2660946543329453,0.1602730560934086,KR
hospital_billing,prune,CART,False,330,2.8344613900256585e-47,2.8344613900256585e-47,1.0,large,0.12460148577919958,0.10313772376572822,0.14546859798280476,0.9242318247568738,0.9242318247568738,regular,0.15054690585051658,0.16288868422175257,KR
hospital_billing,prune,J48,False,330,5.723708109682479e-56,5.723708109682479e-56,1.0,large,0.31532645796013037,0.2904051630143113,0.34398091640027123,1.5978858589984202,1.5978858589984202,regular,0.3182736359222911,0.19918421214503393,KR
hospital_billing,prune,REPTree,False,330,6.718255782311641e-52,6.718255782311641e-52,1.0,large,0.24072395470845176,0.209225075895995,0.25819049344487294,1.2069114454862313,1.2069114454862313,regular,0.23738836357601806,0.19669078826274686,KR
hospital_billing,change_label,CART,False,540,5.387245088938499e-56,5.387245088938499e-56,1.0,large,0.125,0.09969534420385738,0.13988498881257536,0.900307951119064,0.900307951119064,regular,0.11888705545731361,0.13205154448490594,KR
hospital_billing,change_label,J48,False,510,1.8837933532071056e-80,1.8837933532071056e-80,1.0,large,0.3251466701091373,0.3117720912674745,0.3378320338346334,2.0631800036663264,2.0631800036663264,regular,0.3244697291846536,0.15726680590547706,KR
hospital_billing,change_label,REPTree,False,510,1.8837933532071056e-80,1.8837933532071056e-80,1.0,large,0.28377979895452543,0.2661040322580645,0.29164999999999996,1.867455425997083,1.867455425997083,regular,0.27056987532109794,0.14488692557501534,KR
hospital_billing,branch_swap,CART,False,330,3.3015681132872847e-46,3.3015681132872847e-46,1.0,large,0.12913116504186356,0.11633712808181687,0.14112903225806453,1.1366424654782366,1.1366424654782366,regular,0.1411721998906934,0.12420106073662832,KR
