dataset,decision_point,view,mutation_type,acc,nodes,jaccard,D,n_seeds,seeds_used,n_trials_total,tol,max_depth,nodes_min,baseline_acc_col,baseline_nodes_col,baseline_jaccard_col
production,p_66,overall,,0.52,0.12903225806451613,0.0,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,120,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_66,overall,,0.52,0.12903225806451613,0.0556,0.6333333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,120,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_66,overall,,0.52,0.12903225806451613,0.0588,0.6,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,120,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_66,overall,,0.52,0.12903225806451613,0.0667,0.5916666666666667,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,120,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_66,overall,,0.52,0.12903225806451613,0.0909,0.5583333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,120,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_66,overall,,0.52,0.12903225806451613,0.0952,0.5583333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,120,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_66,overall,,0.52,0.12903225806451613,0.1,0.55,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,120,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_66,overall,,0.52,0.12903225806451613,0.1053,0.5416666666666666,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,120,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_66,overall,,0.52,0.12903225806451613,0.1111,0.5333333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,120,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_66,overall,,0.52,0.12903225806451613,0.1429,0.5333333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,120,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_66,overall,,0.52,0.12903225806451613,0.15,0.5166666666666667,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,120,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
