dataset,algorithm,n_trials,median_delta_accuracy,q1_delta_accuracy,q3_delta_accuracy,median_delta_simplicity,q1_delta_simplicity,q3_delta_simplicity,median_delta_similarity,q1_delta_similarity,q3_delta_similarity
hospital_billing,C4.5,2,0.043374078444673725,0.02198667965381909,0.06476147723552836,0.0,0.0,0.0,0.0,0.0,0.0
hospital_billing,CART,208,0.0024875621890547706,0.0024875621890547706,0.0024875621890547706,0.0,0.0,0.0,0.10425,0.0,0.13329999999999997
hospital_billing,REPTree,4,0.047748826055388494,0.0004494606472233431,0.09525732489792246,0.06451612903225806,0.048387096774193505,0.06451612903225812,0.0,0.0,0.0
