dataset,algorithm,decision_point,operator,n_trials,dominance_pct
sepsis,C4.5,p_13,branch_swap,30,0.0
sepsis,C4.5,p_13,change_feature,30,0.0
sepsis,C4.5,p_13,change_label,30,0.0
sepsis,C4.5,p_13,change_threshold,30,0.0
sepsis,C4.5,p_13,prune,30,0.0
sepsis,C4.5,p_13,regrow_internal,30,0.0
sepsis,C4.5,p_13,regrow_leaf,30,0.0
sepsis,C4.5,p_18,branch_swap,30,0.0
sepsis,C4.5,p_18,change_feature,30,0.0
sepsis,C4.5,p_18,change_label,30,0.0
sepsis,C4.5,p_18,change_threshold,30,0.0
sepsis,C4.5,p_18,prune,30,0.0
sepsis,C4.5,p_18,regrow_internal,30,0.0
sepsis,C4.5,p_18,regrow_leaf,30,0.0
sepsis,C4.5,p_22,branch_swap,30,0.0
sepsis,C4.5,p_22,change_feature,30,0.0
sepsis,C4.5,p_22,change_label,30,0.0
sepsis,C4.5,p_22,prune,30,0.0
sepsis,C4.5,p_22,regrow_internal,30,0.0
sepsis,C4.5,p_22,regrow_leaf,30,0.0
sepsis,C4.5,p_23,branch_swap,30,0.0
sepsis,C4.5,p_23,change_feature,30,0.0
sepsis,C4.5,p_23,change_label,30,0.0
sepsis,C4.5,p_23,change_threshold,30,0.0
sepsis,C4.5,p_23,prune,30,0.0
sepsis,C4.5,p_23,regrow_internal,30,0.0
sepsis,C4.5,p_23,regrow_leaf,30,0.0
sepsis,C4.5,p_27,branch_swap,30,0.0
sepsis,C4.5,p_27,change_feature,30,0.0
sepsis,C4.5,p_27,change_label,30,0.0
sepsis,C4.5,p_27,prune,30,0.0
sepsis,C4.5,p_27,regrow_internal,30,0.0
sepsis,C4.5,p_27,regrow_leaf,30,0.0
sepsis,C4.5,p_31,change_label,30,0.0
sepsis,C4.5,p_31,regrow_leaf,30,0.0
sepsis,C4.5,p_35,branch_swap,30,0.0
sepsis,C4.5,p_35,change_feature,30,0.0
sepsis,C4.5,p_35,change_label,30,0.0
sepsis,C4.5,p_35,prune,30,0.0
sepsis,C4.5,p_35,regrow_internal,30,0.0
sepsis,C4.5,p_35,regrow_leaf,30,0.0
sepsis,C4.5,p_39,branch_swap,30,0.0
sepsis,C4.5,p_39,change_feature,30,0.0
sepsis,C4.5,p_39,change_label,30,0.0
sepsis,C4.5,p_39,prune,30,0.0
sepsis,C4.5,p_39,regrow_internal,30,0.0
sepsis,C4.5,p_39,regrow_leaf,30,0.0
sepsis,C4.5,p_4,change_label,30,0.0
sepsis,C4.5,p_4,regrow_leaf,30,0.0
sepsis,C4.5,p_41,change_label,30,0.0
sepsis,C4.5,p_41,prune,30,0.0
sepsis,C4.5,p_41,regrow_internal,30,0.0
sepsis,C4.5,p_41,regrow_leaf,30,0.0
sepsis,C4.5,p_42,branch_swap,30,0.0
sepsis,C4.5,p_42,change_feature,30,0.0
sepsis,C4.5,p_42,change_label,30,0.0
sepsis,C4.5,p_42,prune,30,0.0
sepsis,C4.5,p_42,regrow_internal,30,0.0
sepsis,C4.5,p_42,regrow_leaf,30,0.0
sepsis,C4.5,p_8,branch_swap,30,0.0
sepsis,C4.5,p_8,change_feature,30,0.0
sepsis,C4.5,p_8,change_label,30,0.0
sepsis,C4.5,p_8,change_threshold,30,0.0
sepsis,C4.5,p_8,prune,30,0.0
sepsis,C4.5,p_8,regrow_internal,30,0.0
sepsis,C4.5,p_8,regrow_leaf,30,0.0
sepsis,CART,p_13,branch_swap,30,0.0
sepsis,CART,p_13,change_feature,30,0.0
sepsis,CART,p_13,change_label,30,0.0
sepsis,CART,p_13,change_threshold,30,0.0
sepsis,CART,p_13,prune,30,0.0
sepsis,CART,p_13,regrow_internal,30,0.0
sepsis,CART,p_13,regrow_leaf,30,0.0
sepsis,CART,p_18,branch_swap,30,0.0
sepsis,CART,p_18,change_feature,30,0.0
sepsis,CART,p_18,change_label,30,0.0
sepsis,CART,p_18,change_threshold,30,0.0
sepsis,CART,p_18,prune,30,0.0
sepsis,CART,p_18,regrow_internal,30,0.0
